YUN1005.1.1,1973.0
YUN3533.2,1955.0
YUN3428.2,1944.0
BAQ3473.3,1942.0
BAQ4697.3,1941.0
YUN2029.2,1916.0
BAQ4697.1,1693.0
YUN3533.3,1685.0
YUN3856.1.2,1640.0
YUN3856.3,1638.0
BAQ4697.2,1536.0
YUN1242.1,1526.0
YUN1242.3,1526.0
YUN1609.1,1405.0
BAQ4166.3,1389.0
BAQ4166.1.3,1354.0
BAQ4166.1.2,1316.0
YUN3856.1.3,1278.0
BAQ2462.1,1273.0
BAQ3473.1,1271.0
YUN3533.1.1,1270.0
BAQ4166.2,1266.0
YUN3346.1,1213.0
BAQ2687.2,1189.0
YUN3856.2,1179.0
YUN3428.1,1172.0
BAQ3473.2,1153.0
YUN3259.3,1142.0
YUN3153.3,1140.0
YUN3428.3,1104.0
BAQ4166.1.1,1100.0
YUN3856.1.1,1086.0
YUN3259.1.2,1050.0
BAQ2462.2,1043.0
YUN3346.3,1028.0
YUN1005.3,1019.0
BAQ2687.1,986.0
BAQ2687.3,960.0
BAQ2420.1.2,917.0
BAQ2420.1.3,895.0
BAQ2420.3,889.0
YUN3533.1.3,879.0
BAQ2420.2,875.0
YUN3533.1.2,835.0
YUN3153.2,829.0
YUN3259.2,795.0
BAQ2420.1.1,758.0
BAQ2462.3,676.0
BAQ2838.1,590.0
YUN3259.1.3,448.0
BAQ2838.3,412.0
BAQ2838.2,373.0
YUN3346.2,198.0
YUN3259.1.1,56.0
YUN3008.3,1.0
YUN1242.2,1.0
YUN3008.1.3,0.0
YUN3008.2,0.0
BAQ895.2,0.0
YUN3153.1,0.0
YUN3008.1.2,0.0
YUN3008.1.1,0.0
YUN3184.1,0.0
YUN3184.2,0.0
YUN2029.1,0.0
YUN1609.3,0.0
BAQ895.3,0.0
BAQ1552.1.1,0.0
BAQ1370.3,0.0
BAQ1370.1.3,0.0
BAQ1370.1.2,0.0
