Step,time,duration,sequence_type,f_start_position_trim,f_end_position_trim,r_start_position_trim,r_end_position_trim,quality_score_truncate,chimeric_reads_min_fold_change,computing_setting
Denoising,2021-06-01 02:38:10 GMT+0,3 mins,Paired end,13,175,13,144,20,1,30
