,0
L4S137,9820.0
L4S63,9743.0
L1S57,8701.0
L4S112,8339.0
L1S208,8146.0
L1S76,7866.0
L1S105,7780.0
L1S140,7162.0
L1S8,7032.0
L6S93,6953.0
L6S20,6852.0
L1S281,6614.0
L1S257,6388.0
L6S68,5980.0
L2S240,5061.0
L2S175,4385.0
L2S382,4089.0
L2S155,3932.0
L2S222,3187.0
L2S204,3157.0
L5S222,2520.0
L2S357,2373.0
L5S104,2227.0
L5S203,2112.0
L5S174,1953.0
L5S155,1799.0
L5S240,1792.0
L2S309,1419.0
L3S378,1248.0
L3S294,1225.0
L3S313,1103.0
L3S360,966.0
L3S341,962.0
L3S242,897.0
