4b5eeb300368260019c1fbc7a3c718fc,7003.0
fe30ff0f71a38a39cf1717ec2be3a2fc,5641.0
868528ca947bc57b69ffdf83e6b73bae,4631.0
154709e160e8cada6bfb21115acc80f5,4564.0
d29fe3c70564fc0f69f2c03e0d1e5561,4305.0
1d2e5f3444ca750c85302ceee2473331,3497.0
0305a4993ecf2d8ef4149fdfc7592603,2784.0
997056ba80681bbbdd5d09aa591eadc0,2771.0
3c9c437f27aca05f8db167cd080ff1ec,1789.0
bfbed36e63b69fec4627424163d20118,1536.0
9079bfebcce01d4b5c758067b1208c31,1361.0
ab4ef4399912b0507d8d1187e874684d,1318.0
90d32ffe026535b392c0bad850f213c4,1192.0
699071a4a7ce68918e4cd93a61275ecd,904.0
cdd14cce4ec44b3235923652b71e947e,867.0
d86ef5d6394f5dbeb945f39aa25e7426,819.0
f352c1f1efecf483511c2270aabd0ae6,678.0
a049763053c277b16c2a318f41eb23b4,655.0
b44621e5c80607cdfacbf7a81e1cbe41,645.0
44ff26d8105cf822417b4b0c4eb27c02,643.0
ad41fe8f8be5b01c96549309937e3b14,626.0
fcd4f95c05b868060121ff709085bf21,591.0
ab6b063ed43d8cb3008e157a0a305c47,576.0
e7c8b8c8fced8eead4b767bffe6dd544,542.0
57b34afdff2e84fb9b0befd219edcb38,472.0
9f718b8f66b79c3de80546ca9a54539c,456.0
909755d7142ea53c7f61c97c3586f26c,438.0
67e23140639733766b7e127f50221289,437.0
ee0fb26fca3afb05e0b288d6fcab899e,409.0
1685b25b43eb070cd7655de8c2d8c0a4,408.0
cb2fe0146e2fbcb101050edb996a0ee2,398.0
047b7fb62a5e9d2711e639ae1cb1519a,388.0
fd86856409fe6433d719558a30910515,367.0
7e598ad34909a3fb8ff1623f1ede11a6,353.0
535696cecf56f03d3401d7d6dbe66d7b,340.0
4fdf8dcd9451f5742982d716fa9f0536,313.0
7dd9c9124ec3f118a6cef1f0d422c011,306.0
e5c80b4a23b96b2fa35b6da6cac2bf73,293.0
01e0b7ac306895be84179f2715af269b,280.0
79e9e337b10e2d298bb1b3bde946782d,276.0
636c27859c1ac0a7994ca8ed145d03fe,266.0
76174505aef45f134d8068d5ad2c42aa,265.0
41735c13fb7f63db49b10fba5d959ce3,251.0
f35ce9c514e1398308f5f84ed50b260f,251.0
ae27459b7f5465815b1f565d792083ce,247.0
fba3d9b3872ff9021d66434323fb9565,243.0
6edca9464612efff71d8f97299f01663,243.0
41fedaa9200e2933821f84ecdc0b0772,243.0
b685f8246fb6fad0fd91574c444b8f51,241.0
500d6b485cef4c52aad211d6d6e6dbc7,235.0
3ef461f213bfc675ddf0b1bfeef2dc52,227.0
d8e8459398f3f096775f4298666880a7,222.0
1f50ac250618ced095a2a5c34bae7651,219.0
9118606a87ac19f8d041da20f16f3236,216.0
e8e6b7fc969005938de8ac7ffb94f17c,209.0
e063d1c3c9daf7390e5475e48d9b01c5,200.0
052128d7d424728578efe7852b0afd0d,190.0
d2613a43f4ed1dda8a673e7fb251ebef,190.0
f8f937eeee7762f446a0e87292f98eb6,189.0
2514cdaab96a1a42cf15506f2ecf6439,185.0
0a69950e803a5d9e7166c450e44f43cf,182.0
54d098d009b89779530eaf43a1bb136a,178.0
958bc15b660bce0b894665d13f910f5b,166.0
db793caa585e078770021a7979ae8ea2,154.0
29a92aecac56c855cbfc0debf9bda0c8,153.0
fc15824cd9e9c29e1319d32843452b54,145.0
a5551fc60aa8bbaab737487552ea2a75,141.0
1b448e00c078f81e49a61933072345d2,141.0
7a5d5e6f85da7ca91daa2d803e8f9279,139.0
