Step,time,duration,sequence_type,start_position_trim,end_position_trim,quality_score_truncate,chimeric_reads_min_fold_change,computing_setting
Denoising,2021-05-31 01:55:54 UTC,1.87 mins,Single end,0,120,2,1,6
